"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2024","7","Region 9","Cocaine","12 month-ending","07/31/2024","2,061",
"01/04/2026","2024","8","Region 9","Cocaine","12 month-ending","08/31/2024","1,972",
"01/04/2026","2024","9","Region 9","Cocaine","12 month-ending","09/30/2024","1,939",
"01/04/2026","2024","10","Region 9","Cocaine","12 month-ending","10/31/2024","1,889",
"01/04/2026","2024","11","Region 9","Cocaine","12 month-ending","11/30/2024","1,843",
"01/04/2026","2024","12","Region 9","Cocaine","12 month-ending","12/31/2024","1,826",
"01/04/2026","2025","1","Region 9","Cocaine","12 month-ending","01/31/2025","1,794",
"01/04/2026","2025","2","Region 9","Cocaine","12 month-ending","02/28/2025","1,805",
"01/04/2026","2025","3","Region 9","Cocaine","12 month-ending","03/31/2025","1,822",
"01/04/2026","2025","4","Region 9","Cocaine","12 month-ending","04/30/2025","1,848",
"01/04/2026","2025","5","Region 9","Cocaine","12 month-ending","05/31/2025","1,863",
"01/04/2026","2025","6","Region 9","Cocaine","12 month-ending","06/30/2025","1,886",
"01/04/2026","2019","1","Region 10","Cocaine","12 month-ending","01/31/2019","206",
"01/04/2026","2019","2","Region 10","Cocaine","12 month-ending","02/28/2019","199",
"01/04/2026","2019","3","Region 10","Cocaine","12 month-ending","03/31/2019","206",
"01/04/2026","2019","4","Region 10","Cocaine","12 month-ending","04/30/2019","204",
"01/04/2026","2019","5","Region 10","Cocaine","12 month-ending","05/31/2019","201",
"01/04/2026","2019","6","Region 10","Cocaine","12 month-ending","06/30/2019","194",
"01/04/2026","2019","7","Region 10","Cocaine","12 month-ending","07/31/2019","200",
"01/04/2026","2019","8","Region 10","Cocaine","12 month-ending","08/31/2019","203",
"01/04/2026","2019","9","Region 10","Cocaine","12 month-ending","09/30/2019","194",
"01/04/2026","2019","10","Region 10","Cocaine","12 month-ending","10/31/2019","202",
"01/04/2026","2019","11","Region 10","Cocaine","12 month-ending","11/30/2019","211",
"01/04/2026","2019","12","Region 10","Cocaine","12 month-ending","12/31/2019","222",
"01/04/2026","2020","1","Region 10","Cocaine","12 month-ending","01/31/2020","230",
"01/04/2026","2020","2","Region 10","Cocaine","12 month-ending","02/29/2020","240",
"01/04/2026","2020","3","Region 10","Cocaine","12 month-ending","03/31/2020","239",
"01/04/2026","2020","4","Region 10","Cocaine","12 month-ending","04/30/2020","261",
"01/04/2026","2020","5","Region 10","Cocaine","12 month-ending","05/31/2020","290",
"01/04/2026","2020","6","Region 10","Cocaine","12 month-ending","06/30/2020","297",
"01/04/2026","2020","7","Region 10","Cocaine","12 month-ending","07/31/2020","291",
"01/04/2026","2020","8","Region 10","Cocaine","12 month-ending","08/31/2020","283",
"01/04/2026","2020","9","Region 10","Cocaine","12 month-ending","09/30/2020","293",
"01/04/2026","2020","10","Region 10","Cocaine","12 month-ending","10/31/2020","294",
"01/04/2026","2020","11","Region 10","Cocaine","12 month-ending","11/30/2020","299",
"01/04/2026","2020","12","Region 10","Cocaine","12 month-ending","12/31/2020","297",
"01/04/2026","2021","1","Region 10","Cocaine","12 month-ending","01/31/2021","302",
"01/04/2026","2021","2","Region 10","Cocaine","12 month-ending","02/28/2021","300",
"01/04/2026","2021","3","Region 10","Cocaine","12 month-ending","03/31/2021","311",
"01/04/2026","2021","4","Region 10","Cocaine","12 month-ending","04/30/2021","302",
"01/04/2026","2021","5","Region 10","Cocaine","12 month-ending","05/31/2021","288",
"01/04/2026","2021","6","Region 10","Cocaine","12 month-ending","06/30/2021","301",
"01/04/2026","2021","7","Region 10","Cocaine","12 month-ending","07/31/2021","312",
"01/04/2026","2021","8","Region 10","Cocaine","12 month-ending","08/31/2021","340",
"01/04/2026","2021","9","Region 10","Cocaine","12 month-ending","09/30/2021","344",
"01/04/2026","2021","10","Region 10","Cocaine","12 month-ending","10/31/2021","348",
"01/04/2026","2021","11","Region 10","Cocaine","12 month-ending","11/30/2021","352",
"01/04/2026","2021","12","Region 10","Cocaine","12 month-ending","12/31/2021","351",
"01/04/2026","2022","1","Region 10","Cocaine","12 month-ending","01/31/2022","353",
"01/04/2026","2022","2","Region 10","Cocaine","12 month-ending","02/28/2022","365",
"01/04/2026","2022","3","Region 10","Cocaine","12 month-ending","03/31/2022","370",
"01/04/2026","2022","4","Region 10","Cocaine","12 month-ending","04/30/2022","375",
"01/04/2026","2022","5","Region 10","Cocaine","12 month-ending","05/31/2022","386",
"01/04/2026","2022","6","Region 10","Cocaine","12 month-ending","06/30/2022","400",
"01/04/2026","2022","7","Region 10","Cocaine","12 month-ending","07/31/2022","427",
"01/04/2026","2022","8","Region 10","Cocaine","12 month-ending","08/31/2022","434",
"01/04/2026","2022","9","Region 10","Cocaine","12 month-ending","09/30/2022","452",
"01/04/2026","2022","10","Region 10","Cocaine","12 month-ending","10/31/2022","477",
"01/04/2026","2022","11","Region 10","Cocaine","12 month-ending","11/30/2022","508",
"01/04/2026","2022","12","Region 10","Cocaine","12 month-ending","12/31/2022","550",
"01/04/2026","2023","1","Region 10","Cocaine","12 month-ending","01/31/2023","577",
"01/04/2026","2023","2","Region 10","Cocaine","12 month-ending","02/28/2023","593",
"01/04/2026","2023","3","Region 10","Cocaine","12 month-ending","03/31/2023","614",
"01/04/2026","2023","4","Region 10","Cocaine","12 month-ending","04/30/2023","650",
"01/04/2026","2023","5","Region 10","Cocaine","12 month-ending","05/31/2023","671",
"01/04/2026","2023","6","Region 10","Cocaine","12 month-ending","06/30/2023","694",
"01/04/2026","2023","7","Region 10","Cocaine","12 month-ending","07/31/2023","736",
"01/04/2026","2023","8","Region 10","Cocaine","12 month-ending","08/31/2023","760",
"01/04/2026","2023","9","Region 10","Cocaine","12 month-ending","09/30/2023","795",
"01/04/2026","2023","10","Region 10","Cocaine","12 month-ending","10/31/2023","815",
"01/04/2026","2023","11","Region 10","Cocaine","12 month-ending","11/30/2023","813",
"01/04/2026","2023","12","Region 10","Cocaine","12 month-ending","12/31/2023","828",
"01/04/2026","2024","1","Region 10","Cocaine","12 month-ending","01/31/2024","835",
"01/04/2026","2024","2","Region 10","Cocaine","12 month-ending","02/29/2024","843",
"01/04/2026","2024","3","Region 10","Cocaine","12 month-ending","03/31/2024","861",
"01/04/2026","2024","4","Region 10","Cocaine","12 month-ending","04/30/2024","863",
"01/04/2026","2024","5","Region 10","Cocaine","12 month-ending","05/31/2024","871",
"01/04/2026","2024","6","Region 10","Cocaine","12 month-ending","06/30/2024","871",
"01/04/2026","2024","7","Region 10","Cocaine","12 month-ending","07/31/2024","832",
"01/04/2026","2024","8","Region 10","Cocaine","12 month-ending","08/31/2024","807",
"01/04/2026","2024","9","Region 10","Cocaine","12 month-ending","09/30/2024","773",
"01/04/2026","2024","10","Region 10","Cocaine","12 month-ending","10/31/2024","753",
"01/04/2026","2024","11","Region 10","Cocaine","12 month-ending","11/30/2024","744",
"01/04/2026","2024","12","Region 10","Cocaine","12 month-ending","12/31/2024","719",
"01/04/2026","2025","1","Region 10","Cocaine","12 month-ending","01/31/2025","731",
"01/04/2026","2025","2","Region 10","Cocaine","12 month-ending","02/28/2025","735",
"01/04/2026","2025","3","Region 10","Cocaine","12 month-ending","03/31/2025","728",
"01/04/2026","2025","4","Region 10","Cocaine","12 month-ending","04/30/2025","737",
"01/04/2026","2025","5","Region 10","Cocaine","12 month-ending","05/31/2025","722",
"01/04/2026","2025","6","Region 10","Cocaine","12 month-ending","06/30/2025","699",
"01/04/2026","2019","1","Region 1","Heroin","12 month-ending","01/31/2019","998",
"01/04/2026","2019","2","Region 1","Heroin","12 month-ending","02/28/2019","1,009",
"01/04/2026","2019","3","Region 1","Heroin","12 month-ending","03/31/2019","1,003",
"01/04/2026","2019","4","Region 1","Heroin","12 month-ending","04/30/2019","975",
"01/04/2026","2019","5","Region 1","Heroin","12 month-ending","05/31/2019","960",
"01/04/2026","2019","6","Region 1","Heroin","12 month-ending","06/30/2019","936",
"01/04/2026","2019","7","Region 1","Heroin","12 month-ending","07/31/2019","920",
"01/04/2026","2019","8","Region 1","Heroin","12 month-ending","08/31/2019","918",
"01/04/2026","2019","9","Region 1","Heroin","12 month-ending","09/30/2019","911",
"01/04/2026","2019","10","Region 1","Heroin","12 month-ending","10/31/2019","894",
"01/04/2026","2019","11","Region 1","Heroin","12 month-ending","11/30/2019","875",
"01/04/2026","2019","12","Region 1","Heroin","12 month-ending","12/31/2019","861",
"01/04/2026","2020","1","Region 1","Heroin","12 month-ending","01/31/2020","833",
"01/04/2026","2020","2","Region 1","Heroin","12 month-ending","02/29/2020","808",
"01/04/2026","2020","3","Region 1","Heroin","12 month-ending","03/31/2020","766",
"01/04/2026","2020","4","Region 1","Heroin","12 month-ending","04/30/2020","746",
"01/04/2026","2020","5","Region 1","Heroin","12 month-ending","05/31/2020","722",
"01/04/2026","2020","6","Region 1","Heroin","12 month-ending","06/30/2020","696",
"01/04/2026","2020","7","Region 1","Heroin","12 month-ending","07/31/2020","655",
"01/04/2026","2020","8","Region 1","Heroin","12 month-ending","08/31/2020","617",
"01/04/2026","2020","9","Region 1","Heroin","12 month-ending","09/30/2020","601",
"01/04/2026","2020","10","Region 1","Heroin","12 month-ending","10/31/2020","570",
"01/04/2026","2020","11","Region 1","Heroin","12 month-ending","11/30/2020","564",
"01/04/2026","2020","12","Region 1","Heroin","12 month-ending","12/31/2020","526",
"01/04/2026","2021","1","Region 1","Heroin","12 month-ending","01/31/2021","519",
"01/04/2026","2021","2","Region 1","Heroin","12 month-ending","02/28/2021","497",
"01/04/2026","2021","3","Region 1","Heroin","12 month-ending","03/31/2021","487",
"01/04/2026","2021","4","Region 1","Heroin","12 month-ending","04/30/2021","465",
"01/04/2026","2021","5","Region 1","Heroin","12 month-ending","05/31/2021","437",
"01/04/2026","2021","6","Region 1","Heroin","12 month-ending","06/30/2021","409",
"01/04/2026","2021","7","Region 1","Heroin","12 month-ending","07/31/2021","395",
"01/04/2026","2021","8","Region 1","Heroin","12 month-ending","08/31/2021","379",
"01/04/2026","2021","9","Region 1","Heroin","12 month-ending","09/30/2021","362",
"01/04/2026","2021","10","Region 1","Heroin","12 month-ending","10/31/2021","350",
"01/04/2026","2021","11","Region 1","Heroin","12 month-ending","11/30/2021","327",
"01/04/2026","2021","12","Region 1","Heroin","12 month-ending","12/31/2021","319",
"01/04/2026","2022","1","Region 1","Heroin","12 month-ending","01/31/2022","299",
"01/04/2026","2022","2","Region 1","Heroin","12 month-ending","02/28/2022","290",
"01/04/2026","2022","3","Region 1","Heroin","12 month-ending","03/31/2022","268",
"01/04/2026","2022","4","Region 1","Heroin","12 month-ending","04/30/2022","265",
"01/04/2026","2022","5","Region 1","Heroin","12 month-ending","05/31/2022","257",
"01/04/2026","2022","6","Region 1","Heroin","12 month-ending","06/30/2022","251",
"01/04/2026","2022","7","Region 1","Heroin","12 month-ending","07/31/2022","238",
"01/04/2026","2022","8","Region 1","Heroin","12 month-ending","08/31/2022","240",
"01/04/2026","2022","9","Region 1","Heroin","12 month-ending","09/30/2022","234",
"01/04/2026","2022","10","Region 1","Heroin","12 month-ending","10/31/2022","231",
"01/04/2026","2022","11","Region 1","Heroin","12 month-ending","11/30/2022","223",
"01/04/2026","2022","12","Region 1","Heroin","12 month-ending","12/31/2022","222",
"01/04/2026","2023","1","Region 1","Heroin","12 month-ending","01/31/2023","219",
"01/04/2026","2023","2","Region 1","Heroin","12 month-ending","02/28/2023","222",
"01/04/2026","2023","3","Region 1","Heroin","12 month-ending","03/31/2023","213",
"01/04/2026","2023","4","Region 1","Heroin","12 month-ending","04/30/2023","210",
"01/04/2026","2023","5","Region 1","Heroin","12 month-ending","05/31/2023","202",
"01/04/2026","2023","6","Region 1","Heroin","12 month-ending","06/30/2023","200",
"01/04/2026","2023","7","Region 1","Heroin","12 month-ending","07/31/2023","195",
"01/04/2026","2023","8","Region 1","Heroin","12 month-ending","08/31/2023","182",
"01/04/2026","2023","9","Region 1","Heroin","12 month-ending","09/30/2023","184",
"01/04/2026","2023","10","Region 1","Heroin","12 month-ending","10/31/2023","177",
"01/04/2026","2023","11","Region 1","Heroin","12 month-ending","11/30/2023","171",
"01/04/2026","2023","12","Region 1","Heroin","12 month-ending","12/31/2023","165",
"01/04/2026","2024","1","Region 1","Heroin","12 month-ending","01/31/2024","155",
"01/04/2026","2024","2","Region 1","Heroin","12 month-ending","02/29/2024","147",
"01/04/2026","2024","3","Region 1","Heroin","12 month-ending","03/31/2024","149",
"01/04/2026","2024","4","Region 1","Heroin","12 month-ending","04/30/2024","142",
"01/04/2026","2024","5","Region 1","Heroin","12 month-ending","05/31/2024","142",
"01/04/2026","2024","6","Region 1","Heroin","12 month-ending","06/30/2024","137",
"01/04/2026","2024","7","Region 1","Heroin","12 month-ending","07/31/2024","131",
"01/04/2026","2024","8","Region 1","Heroin","12 month-ending","08/31/2024","125",
"01/04/2026","2024","9","Region 1","Heroin","12 month-ending","09/30/2024","121",
"01/04/2026","2024","10","Region 1","Heroin","12 month-ending","10/31/2024","113",
"01/04/2026","2024","11","Region 1","Heroin","12 month-ending","11/30/2024","111",
"01/04/2026","2024","12","Region 1","Heroin","12 month-ending","12/31/2024","105",
"01/04/2026","2025","1","Region 1","Heroin","12 month-ending","01/31/2025","106",
"01/04/2026","2025","2","Region 1","Heroin","12 month-ending","02/28/2025","108",
"01/04/2026","2025","3","Region 1","Heroin","12 month-ending","03/31/2025","102",
"01/04/2026","2025","4","Region 1","Heroin","12 month-ending","04/30/2025","98",
"01/04/2026","2025","5","Region 1","Heroin","12 month-ending","05/31/2025","93",
"01/04/2026","2025","6","Region 1","Heroin","12 month-ending","06/30/2025","97",
"01/04/2026","2019","1","Region 2","Heroin","12 month-ending","01/31/2019","2,542",
"01/04/2026","2019","2","Region 2","Heroin","12 month-ending","02/28/2019","2,578",
"01/04/2026","2019","3","Region 2","Heroin","12 month-ending","03/31/2019","2,560",
"01/04/2026","2019","4","Region 2","Heroin","12 month-ending","04/30/2019","2,500",
"01/04/2026","2019","5","Region 2","Heroin","12 month-ending","05/31/2019","2,440",
"01/04/2026","2019","6","Region 2","Heroin","12 month-ending","06/30/2019","2,388",
"01/04/2026","2019","7","Region 2","Heroin","12 month-ending","07/31/2019","2,386",
"01/04/2026","2019","8","Region 2","Heroin","12 month-ending","08/31/2019","2,350",
"01/04/2026","2019","9","Region 2","Heroin","12 month-ending","09/30/2019","2,299",
"01/04/2026","2019","10","Region 2","Heroin","12 month-ending","10/31/2019","2,247",
"01/04/2026","2019","11","Region 2","Heroin","12 month-ending","11/30/2019","2,260",
"01/04/2026","2019","12","Region 2","Heroin","12 month-ending","12/31/2019","2,235",
"01/04/2026","2020","1","Region 2","Heroin","12 month-ending","01/31/2020","2,263",
"01/04/2026","2020","2","Region 2","Heroin","12 month-ending","02/29/2020","2,273",
"01/04/2026","2020","3","Region 2","Heroin","12 month-ending","03/31/2020","2,260",
"01/04/2026","2020","4","Region 2","Heroin","12 month-ending","04/30/2020","2,282",
"01/04/2026","2020","5","Region 2","Heroin","12 month-ending","05/31/2020","2,339",
"01/04/2026","2020","6","Region 2","Heroin","12 month-ending","06/30/2020","2,307",
"01/04/2026","2020","7","Region 2","Heroin","12 month-ending","07/31/2020","2,279",
"01/04/2026","2020","8","Region 2","Heroin","12 month-ending","08/31/2020","2,247",
"01/04/2026","2020","9","Region 2","Heroin","12 month-ending","09/30/2020","2,239",
"01/04/2026","2020","10","Region 2","Heroin","12 month-ending","10/31/2020","2,206",
"01/04/2026","2020","11","Region 2","Heroin","12 month-ending","11/30/2020","2,136",
"01/04/2026","2020","12","Region 2","Heroin","12 month-ending","12/31/2020","2,076",
"01/04/2026","2021","1","Region 2","Heroin","12 month-ending","01/31/2021","2,054",
"01/04/2026","2021","2","Region 2","Heroin","12 month-ending","02/28/2021","1,988",
"01/04/2026","2021","3","Region 2","Heroin","12 month-ending","03/31/2021","1,960",
"01/04/2026","2021","4","Region 2","Heroin","12 month-ending","04/30/2021","1,889",
"01/04/2026","2021","5","Region 2","Heroin","12 month-ending","05/31/2021","1,767",
"01/04/2026","2021","6","Region 2","Heroin","12 month-ending","06/30/2021","1,735",
"01/04/2026","2021","7","Region 2","Heroin","12 month-ending","07/31/2021","1,689",
"01/04/2026","2021","8","Region 2","Heroin","12 month-ending","08/31/2021","1,644",
"01/04/2026","2021","9","Region 2","Heroin","12 month-ending","09/30/2021","1,606",
"01/04/2026","2021","10","Region 2","Heroin","12 month-ending","10/31/2021","1,591",
"01/04/2026","2021","11","Region 2","Heroin","12 month-ending","11/30/2021","1,570",
"01/04/2026","2021","12","Region 2","Heroin","12 month-ending","12/31/2021","1,544",
"01/04/2026","2022","1","Region 2","Heroin","12 month-ending","01/31/2022","1,506",
"01/04/2026","2022","2","Region 2","Heroin","12 month-ending","02/28/2022","1,485",
"01/04/2026","2022","3","Region 2","Heroin","12 month-ending","03/31/2022","1,427",
"01/04/2026","2022","4","Region 2","Heroin","12 month-ending","04/30/2022","1,405",
"01/04/2026","2022","5","Region 2","Heroin","12 month-ending","05/31/2022","1,387",
"01/04/2026","2022","6","Region 2","Heroin","12 month-ending","06/30/2022","1,370",
"01/04/2026","2022","7","Region 2","Heroin","12 month-ending","07/31/2022","1,357",
"01/04/2026","2022","8","Region 2","Heroin","12 month-ending","08/31/2022","1,352",
"01/04/2026","2022","9","Region 2","Heroin","12 month-ending","09/30/2022","1,337",
"01/04/2026","2022","10","Region 2","Heroin","12 month-ending","10/31/2022","1,300",
"01/04/2026","2022","11","Region 2","Heroin","12 month-ending","11/30/2022","1,289",
"01/04/2026","2022","12","Region 2","Heroin","12 month-ending","12/31/2022","1,288",
"01/04/2026","2023","1","Region 2","Heroin","12 month-ending","01/31/2023","1,231",
"01/04/2026","2023","2","Region 2","Heroin","12 month-ending","02/28/2023","1,189",
"01/04/2026","2023","3","Region 2","Heroin","12 month-ending","03/31/2023","1,176",
"01/04/2026","2023","4","Region 2","Heroin","12 month-ending","04/30/2023","1,159",
"01/04/2026","2023","5","Region 2","Heroin","12 month-ending","05/31/2023","1,143",
"01/04/2026","2023","6","Region 2","Heroin","12 month-ending","06/30/2023","1,128",
"01/04/2026","2023","7","Region 2","Heroin","12 month-ending","07/31/2023","1,094",
"01/04/2026","2023","8","Region 2","Heroin","12 month-ending","08/31/2023","1,063",
"01/04/2026","2023","9","Region 2","Heroin","12 month-ending","09/30/2023","1,031",
"01/04/2026","2023","10","Region 2","Heroin","12 month-ending","10/31/2023","1,020",
"01/04/2026","2023","11","Region 2","Heroin","12 month-ending","11/30/2023","968",
"01/04/2026","2023","12","Region 2","Heroin","12 month-ending","12/31/2023","943",
"01/04/2026","2024","1","Region 2","Heroin","12 month-ending","01/31/2024","934",
"01/04/2026","2024","2","Region 2","Heroin","12 month-ending","02/29/2024","910",
"01/04/2026","2024","3","Region 2","Heroin","12 month-ending","03/31/2024","878",
"01/04/2026","2024","4","Region 2","Heroin","12 month-ending","04/30/2024","846",
"01/04/2026","2024","5","Region 2","Heroin","12 month-ending","05/31/2024","828",
"01/04/2026","2024","6","Region 2","Heroin","12 month-ending","06/30/2024","796",
"01/04/2026","2024","7","Region 2","Heroin","12 month-ending","07/31/2024","756",
"01/04/2026","2024","8","Region 2","Heroin","12 month-ending","08/31/2024","714",
"01/04/2026","2024","9","Region 2","Heroin","12 month-ending","09/30/2024","670",
"01/04/2026","2024","10","Region 2","Heroin","12 month-ending","10/31/2024","631",
"01/04/2026","2024","11","Region 2","Heroin","12 month-ending","11/30/2024","632",
"01/04/2026","2024","12","Region 2","Heroin","12 month-ending","12/31/2024","593",
"01/04/2026","2025","1","Region 2","Heroin","12 month-ending","01/31/2025","576",
"01/04/2026","2025","2","Region 2","Heroin","12 month-ending","02/28/2025","561",
"01/04/2026","2025","3","Region 2","Heroin","12 month-ending","03/31/2025","548",
"01/04/2026","2025","4","Region 2","Heroin","12 month-ending","04/30/2025","540",
"01/04/2026","2025","5","Region 2","Heroin","12 month-ending","05/31/2025","524",
"01/04/2026","2025","6","Region 2","Heroin","12 month-ending","06/30/2025","510",
"01/04/2026","2019","1","Region 3","Heroin","12 month-ending","01/31/2019","2,253",
"01/04/2026","2019","2","Region 3","Heroin","12 month-ending","02/28/2019","2,214",
"01/04/2026","2019","3","Region 3","Heroin","12 month-ending","03/31/2019","2,188",
"01/04/2026","2019","4","Region 3","Heroin","12 month-ending","04/30/2019","2,142",
"01/04/2026","2019","5","Region 3","Heroin","12 month-ending","05/31/2019","2,118",
"01/04/2026","2019","6","Region 3","Heroin","12 month-ending","06/30/2019","2,063",
"01/04/2026","2019","7","Region 3","Heroin","12 month-ending","07/31/2019","2,037",
"01/04/2026","2019","8","Region 3","Heroin","12 month-ending","08/31/2019","1,972",
"01/04/2026","2019","9","Region 3","Heroin","12 month-ending","09/30/2019","1,951",
"01/04/2026","2019","10","Region 3","Heroin","12 month-ending","10/31/2019","1,932",
"01/04/2026","2019","11","Region 3","Heroin","12 month-ending","11/30/2019","1,946",
"01/04/2026","2019","12","Region 3","Heroin","12 month-ending","12/31/2019","1,945",
"01/04/2026","2020","1","Region 3","Heroin","12 month-ending","01/31/2020","1,928",
"01/04/2026","2020","2","Region 3","Heroin","12 month-ending","02/29/2020","1,916",
"01/04/2026","2020","3","Region 3","Heroin","12 month-ending","03/31/2020","1,894",
"01/04/2026","2020","4","Region 3","Heroin","12 month-ending","04/30/2020","1,919",
"01/04/2026","2020","5","Region 3","Heroin","12 month-ending","05/31/2020","1,964",
"01/04/2026","2020","6","Region 3","Heroin","12 month-ending","06/30/2020","1,969",
"01/04/2026","2020","7","Region 3","Heroin","12 month-ending","07/31/2020","1,953",
"01/04/2026","2020","8","Region 3","Heroin","12 month-ending","08/31/2020","1,940",
"01/04/2026","2020","9","Region 3","Heroin","12 month-ending","09/30/2020","1,941",
"01/04/2026","2020","10","Region 3","Heroin","12 month-ending","10/31/2020","1,908",
"01/04/2026","2020","11","Region 3","Heroin","12 month-ending","11/30/2020","1,837",
"01/04/2026","2020","12","Region 3","Heroin","12 month-ending","12/31/2020","1,777",
"01/04/2026","2021","1","Region 3","Heroin","12 month-ending","01/31/2021","1,759",
"01/04/2026","2021","2","Region 3","Heroin","12 month-ending","02/28/2021","1,690",
"01/04/2026","2021","3","Region 3","Heroin","12 month-ending","03/31/2021","1,638",
"01/04/2026","2021","4","Region 3","Heroin","12 month-ending","04/30/2021","1,558",
"01/04/2026","2021","5","Region 3","Heroin","12 month-ending","05/31/2021","1,450",
"01/04/2026","2021","6","Region 3","Heroin","12 month-ending","06/30/2021","1,376",
"01/04/2026","2021","7","Region 3","Heroin","12 month-ending","07/31/2021","1,323",
"01/04/2026","2021","8","Region 3","Heroin","12 month-ending","08/31/2021","1,278",
"01/04/2026","2021","9","Region 3","Heroin","12 month-ending","09/30/2021","1,232",
"01/04/2026","2021","10","Region 3","Heroin","12 month-ending","10/31/2021","1,186",
"01/04/2026","2021","11","Region 3","Heroin","12 month-ending","11/30/2021","1,142",
"01/04/2026","2021","12","Region 3","Heroin","12 month-ending","12/31/2021","1,103",
"01/04/2026","2022","1","Region 3","Heroin","12 month-ending","01/31/2022","1,046",
"01/04/2026","2022","2","Region 3","Heroin","12 month-ending","02/28/2022","1,031",
"01/04/2026","2022","3","Region 3","Heroin","12 month-ending","03/31/2022","997",
"01/04/2026","2022","4","Region 3","Heroin","12 month-ending","04/30/2022","927",
"01/04/2026","2022","5","Region 3","Heroin","12 month-ending","05/31/2022","889",
"01/04/2026","2022","6","Region 3","Heroin","12 month-ending","06/30/2022","872",
"01/04/2026","2022","7","Region 3","Heroin","12 month-ending","07/31/2022","843",
"01/04/2026","2022","8","Region 3","Heroin","12 month-ending","08/31/2022","814",
"01/04/2026","2022","9","Region 3","Heroin","12 month-ending","09/30/2022","765",
"01/04/2026","2022","10","Region 3","Heroin","12 month-ending","10/31/2022","741",
"01/04/2026","2022","11","Region 3","Heroin","12 month-ending","11/30/2022","714",
"01/04/2026","2022","12","Region 3","Heroin","12 month-ending","12/31/2022","686",
"01/04/2026","2023","1","Region 3","Heroin","12 month-ending","01/31/2023","654",
"01/04/2026","2023","2","Region 3","Heroin","12 month-ending","02/28/2023","632",
"01/04/2026","2023","3","Region 3","Heroin","12 month-ending","03/31/2023","614",
"01/04/2026","2023","4","Region 3","Heroin","12 month-ending","04/30/2023","610",
"01/04/2026","2023","5","Region 3","Heroin","12 month-ending","05/31/2023","591",
"01/04/2026","2023","6","Region 3","Heroin","12 month-ending","06/30/2023","562",
"01/04/2026","2023","7","Region 3","Heroin","12 month-ending","07/31/2023","535",
"01/04/2026","2023","8","Region 3","Heroin","12 month-ending","08/31/2023","505",
"01/04/2026","2023","9","Region 3","Heroin","12 month-ending","09/30/2023","490",
"01/04/2026","2023","10","Region 3","Heroin","12 month-ending","10/31/2023","472",
"01/04/2026","2023","11","Region 3","Heroin","12 month-ending","11/30/2023","457",
"01/04/2026","2023","12","Region 3","Heroin","12 month-ending","12/31/2023","436",
"01/04/2026","2024","1","Region 3","Heroin","12 month-ending","01/31/2024","419",
"01/04/2026","2024","2","Region 3","Heroin","12 month-ending","02/29/2024","406",
"01/04/2026","2024","3","Region 3","Heroin","12 month-ending","03/31/2024","372",
"01/04/2026","2024","4","Region 3","Heroin","12 month-ending","04/30/2024","376",
"01/04/2026","2024","5","Region 3","Heroin","12 month-ending","05/31/2024","367",
"01/04/2026","2024","6","Region 3","Heroin","12 month-ending","06/30/2024","348",
"01/04/2026","2024","7","Region 3","Heroin","12 month-ending","07/31/2024","342",
"01/04/2026","2024","8","Region 3","Heroin","12 month-ending","08/31/2024","341",
"01/04/2026","2024","9","Region 3","Heroin","12 month-ending","09/30/2024","333",
"01/04/2026","2024","10","Region 3","Heroin","12 month-ending","10/31/2024","323",
"01/04/2026","2024","11","Region 3","Heroin","12 month-ending","11/30/2024","328",
"01/04/2026","2024","12","Region 3","Heroin","12 month-ending","12/31/2024","334",
"01/04/2026","2025","1","Region 3","Heroin","12 month-ending","01/31/2025","322",
"01/04/2026","2025","2","Region 3","Heroin","12 month-ending","02/28/2025","309",
"01/04/2026","2025","3","Region 3","Heroin","12 month-ending","03/31/2025","315",
"01/04/2026","2025","4","Region 3","Heroin","12 month-ending","04/30/2025","296",
"01/04/2026","2025","5","Region 3","Heroin","12 month-ending","05/31/2025","278",
"01/04/2026","2025","6","Region 3","Heroin","12 month-ending","06/30/2025","272",
"01/04/2026","2019","1","Region 4","Heroin","12 month-ending","01/31/2019","2,534",
"01/04/2026","2019","2","Region 4","Heroin","12 month-ending","02/28/2019","2,547",
"01/04/2026","2019","3","Region 4","Heroin","12 month-ending","03/31/2019","2,582",
"01/04/2026","2019","4","Region 4","Heroin","12 month-ending","04/30/2019","2,626",
"01/04/2026","2019","5","Region 4","Heroin","12 month-ending","05/31/2019","2,606",
"01/04/2026","2019","6","Region 4","Heroin","12 month-ending","06/30/2019","2,643",
"01/04/2026","2019","7","Region 4","Heroin","12 month-ending","07/31/2019","2,638",
"01/04/2026","2019","8","Region 4","Heroin","12 month-ending","08/31/2019","2,642",
"01/04/2026","2019","9","Region 4","Heroin","12 month-ending","09/30/2019","2,617",
"01/04/2026","2019","10","Region 4","Heroin","12 month-ending","10/31/2019","2,636",
"01/04/2026","2019","11","Region 4","Heroin","12 month-ending","11/30/2019","2,646",
"01/04/2026","2019","12","Region 4","Heroin","12 month-ending","12/31/2019","2,620",
"01/04/2026","2020","1","Region 4","Heroin","12 month-ending","01/31/2020","2,629",
"01/04/2026","2020","2","Region 4","Heroin","12 month-ending","02/29/2020","2,627",
"01/04/2026","2020","3","Region 4","Heroin","12 month-ending","03/31/2020","2,639",
