uniqueID,drugName,condition,text,rating,date,usefulCount
159663.0,Bactrim,Bacterial Infection,"""Severe head feeling hot. Felt like head was swelling. Severe swelling of the face. Extreme itching in hands and feet. Confusion. Only took one tablet.""",1.0,10-Nov-17,1.0
83566.0,Levocetirizine,Allergies,"""I have been taking xyzal now for 10 days. The first couple of days I thought I had finally found the answer to my chronic cough and allergy symptoms. It helped me to sleep through the night without coughing and most of the day. By about the fifth or sixth day I started having severe muscle aches and joint pain over my entire body. My mother is 88 years old and I feel like how she describes her body pain. The last few days I have been trying to decide if its worth the pain and fatigue until this morning on the 10th day. On top of the joint pain, muscle aches, tiredness, oh and crazy vivid dreams, I felt myself wanting to cry several times today. thats just not me. I'm done!!!""",1.0,10-Apr-17,25.0
30171.0,Klonopin,Panic Disorde,"""Warning:
This drug is highly addictive (think heroin- it&rsquo;s so addictive) I went on it 5 years ago when i started using anti-depressants. The doctor prescribed them to me to sleep because the anti-depressants were keeping me up at night. This drug is a seriously dangerous med! I will say that it was the best medication for anxiety, but its side effects and addictive traits made it a horrible experience for me. I strongly recommend that people do not use this medication or any form anxiety medication. I also suggest people keep way from anti-depressants. I use exercise (cardio) 45 minutes a day to help me beat this issue. I also take 5000 mg of Niacinimide a day. Also keep off alcohol, and caffeine. Eat well.""",3.0,31-May-15,33.0
164553.0,Diclofenac,Muscle Pain,"""Zipsor (diclofenac) for Shoulder Pain: Weeks of over the counter non steroidal anti inflammatory drugs, a steroid shot, both shoulders X-rayed and MRI, a steroid pack for 5 days. The MD this morning said to get blood work done for auto-immune checks and an OV with the surgeon.  He then gave me 4 days of Zipsor 4 per day, and after this morning's tablet, it helped with the pain.  Now at 4:30PM, it is time for tablet #2.  Good Results - Thanks!""",8.0,14-Dec-11,22.0
172521.0,Clonazepam,Anxiety,"""The absolute perfect benzo.
The long half life is there, the potency is there, great muscle relaxing properties, great for sleep, I can go on and on with this.
I'm prescribed 1mg 3x daily, and that's my perfect dose..I take 1 in the am, 1 in the afternoon, and 1 in the pm, and it works like magic. I've tried other benzos, Xanax, Valium, and Ativan..although those benzos were also very helpful, but Klonopin is my #1""",10.0,27-Feb-16,32.0
84416.0,Ethinyl estradiol / norgestimate,Birth Control,"""I started Mononessa after one injection of Depo and I absolutely love this pill. My periods are so predictable in terms of heaviness and length. Cleared up my skin a lot. It's a pain to remember to take it every day but I've only ever forgotten twice in my two years. Never had a pregnancy scare on it (knock on wood) and I haven't used any other method of BC since starting it which is probably not recommended. I was nauseous for the first few months only after starting a new pack but now I never am. The only thing is, I think it negatively effects my mood and sex drive. I'm currently considering a non hormonal method to experience my natural hormones and moods for a change. It's hard to say good-bye to a BC that's been so good to me though""",10.0,1-Dec-16,1.0
44451.0,Ethinyl estradiol / norgestimate,Birth Control,"""I have been taking Sprintec for about 2 years now and its been working pretty well for me. My period has been coming on time on the same day every month. It's like clock work! My only concern is that I've gained about 5 to 10lbs since I've been taking them. However, I'm not sure if it is a direct effect from Sprintec. I eat fairly well, but I don't work out as much. Before I got on the pill, I didn't work out and I used to eat fatty foods late at night and still maintain my abs and great figure. Now, I have to incorporate exercise and healthy eating habits to stay in shape. Other than the mysterious weight gain, Sprintec has done well for me.""",9.0,25-Mar-10,1.0
124572.0,Skyla,Birth Control,"""I have had my skyla for approx 1.5 months, so far I am in love with it. Not only am I sparing myself a costly month expense, but it was completely covered under the affordable care act, including the follow up appointment to insure everything was as it should be. The insertion was quite painful for me, both on the day of the procedure &amp; the following week. I got mine inserted with out being on my cycle, which to my understanding is more difficult &amp; painful. But I also think it gave me an advantage,I had no spotting or anything except the cramps for over a week.After that I had a bit of spotting, but not too bad.I got my first period, which was delayed by about 2weeks, I'm not going to lie about it,it was pretty excruitating,always has been.""",10.0,25-Feb-15,1.0
154104.0,Lialda,"Ulcerative Colitis, Active","""I was diagnosed with left-sided UC in May of 2015. My GI prescribed 4.8 grams (4 pills in the am) of Lialda, plus 1 Canasa suppository (1 gram) at night. The suppository was for 3 weeks only.

Within 2 weeks, the bleeding stopped, and I no longer saw the remnants of the colon tissue erosions when I had a bowl movement. I stopped taking the Canasa after a week and a half, because I think it was leading me towards diarrhea, and I felt slight rectal pain. There was no noticeable negative effect to me stopping the Canasa dose at that point. I continued to take the regular dosage of Lialda.

I had some dizziness the first week or two, but that had since abated. I also noticed acne that I haven't had in many years. No issues with hair thinning.""",8.0,25-Jun-15,28.0
131271.0,Endocet,Pain,"""After having major oral surgery I was given this and I was skeptical about this medicine, I had never heard of it before but it really helped with the pain. I later found out it was the same as Percocet, which I was familiar with.""",9.0,6-Mar-11,19.0
160461.0,Buspirone,Anxiety,"""I have battled OCD and anxiety through my  late teenage years and was prescribed sertraline. More recently my Mum has passed away and I started having panic attacks in the evenings, my Dr prescribed Buspirone (10mg) to me, to take twice daily. The side effects have been horrible, I started getting extreme outbursts of anger. The littlest and most random things would make me furious and even having a conversation with my father (who I normally get along with like a house on fire) would make me end up screaming and crying. I was terrified to go to work the other day as I was worried I wouldn't be able to control my outbursts. It also made me have terrible nightmares. I am now off it and feeling like myself again :)""",1.0,10-Feb-16,9.0
76539.0,Ketoprofen,Rheumatoid Arthritis,"""I have been given ketoprofen for rheumatoid arthritis and I must say the pain has been bearable.""",8.0,2-Apr-11,9.0
94840.0,Abilify,Depression,"""Abilify has been a life saver to me.  Initially there were side affects, but I was determined to stick with it and in time, they went away.  I've been on a combination of different antidepressants which just didn't seem to be working.  It seems that over time, they lose their effectiveness.  The depression, anxiety and panic attacks became so bad that I couldn't get out of bed, sleeping all day and staying awake all night.  I had no desire or motivation to do anything.  I began to become aware of suicidal thoughts which scared me.  My doctor decided to add 2 mg. of Abilify to my regimen and it has worked like a miracle.  My only concern is that I am still feeling some anxiety, restlessness and occasional panic which may be from the Ability.""",10.0,4-Mar-13,98.0
70701.0,Abacavir / dolutegravir / lamivudine,HIV Infection,"""I was having horrible headaches. It took me a week to figure it out but it appears that peanuts are have a negative reaction to these meds. It took a day of not eating peanuts now headaches are long gone.""",10.0,27-Nov-16,7.0
94375.0,Trintellix,Major Depressive Disorde,"""Was placed on this medication 5 days ago in addition to being on 100 mg trazodone for insomnia. First day was amazing, placebo effect I am sure. After the first day my chest started hurting and I was sleepy and sluggish. I normally am at the gym 6 days per week. I have been once and was so weak feeling I couldn't push half the weight I normally do and it cut 20 minutes from my lifting time. The last few days I took myself off the trazodone fearing it was what was causing the problem after reading that the two medicines should not be mixed. It didn't help. I became angry and noticed stiffness in my thighs and neck. I also have been eating everything in sight. This has made me miserable very fast. I start coming off tomorrow.""",1.0,29-Apr-14,38.0
6232.0,Minastrin 24 Fe,Birth Control,"""I've been on Minastrin for 5 months now. The first 3 were horrible. I had every possible side effect- bloating, mood swings, sore chest, acne, spotting, you name it! About my fourth month, my body got adjusted and I now love it. No spotting, mood swings, and my acne has subsided. For those who are just now on it, push through.""",8.0,25-Jun-14,21.0
85829.0,Ethinyl estradiol / norgestimate,Birth Control,"""I have been on this pill for about a year now and I just cannot deal with it anymore! I used to be so happy but lately I'm a different person, someone who is not nice. At first I thought just I hadn't gotten used to it yet but as more time has went on I am hateful, severely depressed, nauseated, very tired, and constantly just an unhappy person. It has effected my relationships with everyone and the next chance I get I'm switching to something else. I'm not saying it will do this to everyone but I know it has been awful for me. One thing it had done is what it was supposed to do, it kept me from getting pregnant.""",5.0,9-Nov-13,24.0
201086.0,Zoloft,Panic Disorde,"""I have been on 50mg Zoloft for 2 weeks now. I confidently say this medication is the best thing that has ever happened to me since living my life controlled by anxiety and horrendous panic. It was the right decision because I'm starting to finally see that I'm getting my life back to how I was before. The side effects are not great like lack of appetite, nausea etc. But they pass after a week or two and all these bad reviews that you see are people not giving this medication a chance to kick in and work. It takes time and I respect that it might not effect everyone how it has me but I can say without Zoloft I don't think I would have ever got better because no reassurance from family members was helping it was the extra push I needed.""",10.0,27-Jan-17,43.0
24691.0,Aloprim,Gout,"""I have had experience with gout since1975.  Anyone with similar experience knows by now the pain gout inflicts.  There were early periods when my use of allopurinol was intermittent.  This proved to not resolve the problem for me.  Sine 1977, my daily use of allopurinol has resolved the problem.  Hopefully others have had similar relief.""",10.0,22-Oct-13,99.0
143730.0,Etonogestrel,Birth Control,"""My experience has been a rollercoaster. When I first got it in December of 2015 and still have it in now. I have gained weight and I can't seem to lose it. I lost a lot of hair and it's still thin and thinning. I did not get acne. But it is 100% effective. My periods are weird and sometimes unexpected even when I track it.I wouldn't suggest this if you have other options.""",3.0,27-Oct-16,4.0
110490.0,Nexplanon,Birth Control,"""6 years ago I got put on Implanon and had no negative side effects. The three years were up so I switched to the pill for a couple of years and then decided to get put back on it but it changed to Nexplanon. I figured it wouldn't be that much of a difference... I was wrong... I have been breaking out, my face is constantly oily, and I have gained weight... I have had it in since May 2015 and am getting it taken out Feb 2016... I can't handle it. Lol""",4.0,3-Jan-16,0.0
65466.0,Yasmin,Birth Control,"""I have been using this pill for 1 week now, this is my first birth control pill I have used. I am 15 and mainly wanted it for my acne and I had really really bad cramps and heavy periods. my OBGYN told me to start it on the day I started my period so I did that. The first day my head felt cloudy, and I felt as if I was high. When I woke up the next morning I had to run to the bathroom and threw up, mainly just dry heaves. I normally bloat when I'm on my period but I seem bigger than usual and my breast are extremely tender. But other people said it decreased there sex drive but I feel like it has done the complete opposite for me. My periods normally last for 8 days and I'm on my 4th right now with little to no bleeding.""",7.0,12-Dec-16,8.0
108661.0,Nexplanon,Birth Control,"""I got the implant December 2016, the insertion went perfectly fine and I have yet to experience any problems with it. I also never had a period again after I started Nexplanon which is the only positive thing I can say about this birth control. It's made my skin break out so much worse and has made me start to get blemishes on my back and shoulders, but worst of all I have noticed a giant spike in anxiety and depression, to the point of suicidal thoughts and almost a suicide attempt. I am undiagnosed and always had social anxiety, but it got remarkably unbearable after the insertion, I plan on getting it out this year. I've also lost 16 lbs &amp; am now medically underweight. I would not recommend if you have history with anxiety or depression""",2.0,11-Dec-17,0.0
153808.0,Amoxicillin,Pneumonia,"""I have bacterial pneumonia with 2 spots on my lungs after the flu. Not much nasal involvement. Bad headache, body ache, fever and chills. Deep dry cough. Started Levaguin  by IV at the ER but within an hour I got hives on mouth and neck and slightly itchy all over, then 3 bouts of projectile vomiting.  Then tried Clavimycin but developed hives  after 2 days. Both meds helped me feel better and headache &amp; fever went away.  Now on amoxicillin-clav 875, twice a day. Symptoms are very slowly improving. Only a bit of loose stool. Probiotics and bland diet help.""",8.0,11-Dec-15,8.0
101557.0,Flurbiprofen,Sciatica,"""This drug has been a godsend for my lower back pain (sciatica.) One pill and the pain is gone. I only take it when the pain flares up, sometimes once in morning and once at night but rarely need it multiple days in a row. It also works for headaches, cramps and other pain. No side effects for me that I have noticed. So much better than muscle relaxers and opiates that make me sleepy and incoherent.""",10.0,1-Sep-16,1.0
23246.0,Methadone,Opiate Withdrawal,"""When I first went on methadone for opiate withdrawal I was skeptical but sure enough I suffered NO withdrawal symptoms. I would have rated it a ten instead of a 9 but I DID kind of crave opiates for the first month I was on it.""",9.0,17-Feb-14,31.0
219081.0,Subutex,Opiate Dependence,"""The best medicine ever made.""",10.0,1-Nov-09,22.0
53911.0,Macrodantin,Urinary Tract Infection,"""After having a lot of urine infections for the past year I am now back on Macrodantin 50mg 4 times a day for 7 days makes me feel yak headaches keeps me awake slightly dizzy, feel tired a lot.. Then doctor wants me to take a low dose of it for 6 weeks will keep you posted if it actually works this time. I have my doubts.""",5.0,23-Sep-14,32.0
86810.0,Falmina,Birth Control,"""I've been on Falmina birth control for about 8 months now and I love it. I have not got pregnant, and my cycles are much lighter, less cramps and shorter. My acne has cleared! I would most definitely recommend this birth control, only negative things I find annoying at times is breast tenderness.""",9.0,23-Feb-14,50.0
75957.0,Olodaterol / tiotropium,"COPD, Maintenance","""I've been on this inhaler for almost a year now and continue to love it. Before starting Stiolto I was using the Symbicort and Spriva inhalers. Not only does Siolto work better for me but so much cheaper than using two inhalers!""",10.0,3-Aug-16,34.0
116565.0,Nadolol,Migraine Prevention,"""Has anyone had an increased # of migrns with Nadolol ?  I had to stop 3 times due to # of h/a going up.   Could hv been a fluke, .......too much of a correlation though...""",2.0,15-Sep-16,0.0
45116.0,Fluoxetine,Premenstrual Dysphoric Disorde,"""My mom has been trying to get me on meds for my severe anger,due to my pmdd, but I am so antimeds. Finally decided to give it a try (10mg) and it is amazing! Usually around 11 days before my period i would be a raging maniac but since taking prozac its completly subsided. Initially,  I also (as someone else stated) had trouble having an orgasm so i stopped taking it. But when the anger came back I gave it another try and stuck it out and miraculously that side effect went away, YAYYY!""",10.0,30-Aug-16,27.0
132331.0,Ativan,Anxiety,"""I am on 1mg of it 2x a day as needed for panic attacks, and it takes the edge off, but it does not fully calm down everything, it also helps me sleep well.""",5.0,11-Oct-11,12.0
121757.0,Venlafaxine,Depression,"""Day 4 of venlafaxine, 37.5mg at 6.30 am and 6.30pm. I have only just realised the importance of taking it at the same time if you are doing split doses. Previously I was taking as I woke up (5am) and before bed (10pm). Not good- headaches turned into full blown migraine. First dose I was sick immediately and was sweating, trembling slightly. I felt I could feel the chemicals literally swooshing around my brain and body. It was very strange. I calmed myself down, told myself to go with it. The rest of the day-fine. 
Day two, realized I had to EAT with the venlafaxine to ensure I wasn't sick. I've never been a big eater, but half a banana with a venlafaxine plus milk in between bites was enough to line my stomach. Much better this time.""",7.0,1-Jun-14,57.0
168932.0,Vilazodone,Depression,"""I have been on different antidepressants for over 25 years with prozac being the best for me until...Viibryd. This medicine was great! I had a lot of energy and lots of positive feelings. The only negative was that if I forgot to take it for a day I became very tired. I highly recommend it to you! It is expensive, about $150 a month. I got it for free because I was in a clinical trial for it. What is $5 a day to feel great!""",10.0,19-Jan-13,46.0
106217.0,Oxymetazoline,Nasal Congestion,"""After many long frustrating attempts by many people to open the blasted bottle, I read another review that said to turn it upside down and push with all your might, so I turned it upside down, pushed the cap *into* the neck of the bottle and squeezed the bottle so hard I worried it might burst, and it *Finally* opened. Then I was afraid to close it, worried that I wouldn't be able to reproduce the miraculous feat of opening it. This is NOT a 'childproof' cap. This IS the medicine bottle equivelence of Fort Knox. The effort wasted on trying to get it open is unreasonable. Shame on Bayer. As a physician, I used to recommend Afrin for nasal congestion. Not anymore.""",1.0,7-Mar-17,12.0
202670.0,Hydroxychloroquine,Rheumatoid Arthritis,"""I just got prescribed this medication and I'm scared to take it  the side effects are scary I'm 35  had RA most of my life but just got diagnosed with it 7years now and I don't take pills I like natural treatments Smh""",7.0,2-Dec-15,9.0
154880.0,Metronidazole,Bacterial Vaginitis,"""I have been prescribed this medication several times ( unfortunately) due to reoccurring BV ( from which I have been suffering since I got an IUD ,which I am having removed and my tubes tied) I would say over the last 3 years I have had to take it approximately 6-7 times and am now currently on day 3 of a living nightmare.
While I have taken it before I had mild side effects mainly nausea and fatigue, with my symptoms starting to clear day 2 ish.
However, this time I have never felt so ill. My muscles ache
I can't sleep but am dead tired
Brushing my teeth triggers me to vomit because I am so horribly nauseous. I don't know what the difference is this time but my symptoms have yet to start subsiding as well.""",6.0,2-Jan-17,1.0
226588.0,Etonogestrel,Birth Control,"""I got Nexplanon inserted approx. Dec 16, 14. And it's June 4, 15. Insertion wasn't bad, I was sore and had some bruising after.  My first 2 weeks I didn't spot or anything. Since it's been spotting and light cramps, until recently now I also have ruthless cramps and periods. No acne, I've lost weight, I've always gotten  headaches. So the only complaint is the cramping making me miserable, it's effectiveness and the type of birth control it is good enough reason for me to leave it be.""",7.0,4-Jun-15,1.0
154396.0,Nasacort Allergy 24HR,Allergic Rhinitis,"""I love this product. I've tried all manner of allergy medications like Flonase, Zyrtec, Claritin, etc. and none of them have worked as well for me. I've been using Nasacort for about 7 months and it stills works well. I started with 2 sprays per nostril every day. Now I am at a single spray per nostril only 3-4 times a week, or every other day. The only downside is that it takes a few days in your system to actually start working. After that, though, it's wonderful.""",10.0,1-Feb-16,3.0
202114.0,Benzoyl peroxide / clindamycin,Acne,"""I'm 16 and have acne for about 5 years, I was prescribed duac about 5 months ago, it worked about 2 months but has stopped working now, the doctor said that I should see immediate improvement I did but it eventually did nothing for my skin, I still have acne""",5.0,14-Nov-15,5.0
137748.0,Enbrel,Rheumatoid Arthritis,"""Amazing. First one I used lasted for the longest time frame. Only thing was the shots were annoying.  After the Enbrel, each one I used or tried I had an allergic reaction to. About 6 different ones I finally gave into the prospect of having a premed to help accept the medication. Currently on Actemra with premed of Solumedrol. Helped for about 10 months the medicine was increased to maximum dose. 1st down and praying for continuing relief. I hope this helps. As each medication change the SULPHASALAZINE and methotrexate has always remained as a stable medicine treatment in my plan with only one exception.""",10.0,21-Feb-14,11.0
183112.0,Cymbalta,Osteoarthritis,"""I was prescribed Cymbalta for anxiety but I have noticed that my osteoarthritis is so much better. I can get out of bed in the morning without hobbling around trying to get my joints working.I can also get up from my chair at work without pain.I am amazed at how much better I feel. Oh &amp; it takes care of my anxiety as well.""",10.0,9-Oct-14,81.0
15368.0,Ethinyl estradiol / norethindrone,Birth Control,"""This is the absolute worst. I was on Gildess fe 1/20 before it was recalled and I loved it. The only issue I had with that one was that I had loss of appetite. Blisovi Fe 1/20, on the other hand, is absolutely terrible. I have had the worst emotional outbursts, super angry all the time, bouts of depression (where I don't even get out of bed) and even now, after 10 months of it, my periods are so messed up, it's insane. The average duration is 10 days, incredibly heavy and incredibly painful. I've always had a regular 5 day periods with light cramping and moderate flow and now it's all over the place. I usually have 2 a month which is irritating and I can't wait to switch it. DON'T GET IT. IT'S TERRIBLE.""",1.0,16-Feb-17,4.0
181676.0,Prozac,Obsessive Compulsive Disorde,"""Taking 10mg for OCD and social phobia with very satisfactory results. Only side effects I've experienced are loss of appetite and mild forgetfulness. I have not experienced a loss of sexual desire, in fact my libido has increased somewhat.""",9.0,28-Oct-11,74.0
199813.0,Varenicline,Smoking Cessation,"""I smoked for 38 years, 1-2 packs a day. I started in April 1972, while in basic training.  I took .5mg of Chantix for 2 weeks while smoking and in November 2010, at 930pm while driving to work, I  had my last cigarette. I began the 1mg regimen the next morning. My mother died in May of 2011, and I stayed smoke free. I divested the family of mom's house, belongings and accounts, and stayed smoke free. I credit Chantix! I know that I had not asked my PCP to write the script for Chantix, I would still be smoking.""",10.0,11-Dec-16,17.0
208721.0,Belsomra,Insomnia,"""I had terrible nightmares on this drug. Strange sensations. Felt anxious and afraid. Would never take this drug again. Kept waking and then falling into deep anxious sleep. I normally take Ambien and feel sleepy but normal""",1.0,10-Mar-17,14.0
55098.0,Bupropion / naltrexone,Weight Loss,"""I am 2 days shy of the full dose, I've been on Contrave for just about 3 weeks. My take:
I've lost 10 lbs so far. 
My depression is now very well-controlled - I am on Viibryd, which affects serotonin, and to add Contrave's affects on norepinephrine and dopamine, means I have felt almost no depression, very serene (most of the time)
Some bowel side effects, which Miralax really helped
No craving for fatty, fast food
Almost no alcohol craving
Throwing up if I did combine fatty food and alcohol
Low appetite- only eat when really hungry
Has not helped my anxiety 

Bottom line? I feel better than ever, am completely hopeful for continued success on Contrave, and I would recommend it to everyone!!""",10.0,23-Apr-16,20.0
45115.0,Fluoxetine,Depression,"""I was diagnosed with depression/anxiety i'm 19, i was put on 50mg sertraline which made me constantly have a headache for the week i was on it, made me very tired and i was quite achy too. went back to doctors and she put me on fluoxetine 20mg, i have been taking this for just over 2 weeks now &amp; even though i'm still quite tired (might just be me), i already feel a lot better. Before on fluoxetine I was always over thinking things, i didn't want to leave the house or go out, i was off work for 3 weeks as could not stop myself from crying, i was worried my relationship would end! now i'm a lot more positive, I'm going out and not crying anywhere near as much, never felt happier and my relationship has never been better! :)""",9.0,1-Sep-16,16.0
138673.0,Phentermine,Weight Loss,"""Started at 205, 5'4&quot; age 30 female. Experienced the traditional side effects of initial dry mouth, jitters, and sweating but also lost the interest of eating. All thoughts of eating (especially when bored) went away, found that most often when others were eating or even the smell of food no longer turned my hunger on and in some cases made me queasy. Next, my mental focus and energy sky rocketed and I was able to complete projects with more quality and determination than ever before. The pounds melted away with virtually little exercise. Lost 25 lbs in the first three months, cannot wait to lose the next 25 and am now including a workout regimen I'm doing at home with the Wii.""",10.0,4-Jan-12,25.0
146643.0,Tamsulosin,Overactive Bladde,"""Had Brachy Therapy for Gleason 6 prostate cancer a couple weeks ago.  Am on the generic tamsulosin to relax the muscles and improve urinary flow.  Side effects for me have been diarrhea, and stuffed up feeling.  Sometimes the bowel issues and being stuffed up make it hard to sleep.  I suspect that tamsulosin exacerbates minor allergies and have to be super careful what I eat.  Am trying to avoid bread, sugar, and vitamins to see the impact.  Not sure it is doing anything for my urine flow, as I seem to be getting up the same number of times during the night, but I will stay on it.""",6.0,27-Feb-12,22.0
80303.0,Estratest H.S.,Menopausal Disorders,"""This medication is a miracle. Hot flashes and sweats go away, sleep has returned, and I have more energy and clearer thinking. It helps with libido as well. I did notice some hair loss, which surprised me, but overall no other side effects. The major problem with estratest hs is the requirement for a one month prescription, you can no longer get a 3 month supply which would save money, and you have to call the doctor every month to get a new prescription. For women who are menopausal, I find this to be ridiculously inconvenient and costly. Regulations need to be adjusted to accommodate us ladies who need this medication to function. Medicare doesn't cover this med, apparently.""",10.0,25-Jun-16,11.0
171608.0,Wellbutrin,Depression,"""I've been on it for a month now and am just now starting to see some change. I don't &quot;ruminate&quot; on thoughts in my head over and over like I used to. Anxiety is cut in half. As time goes on anxiety lessens. Yet to see an instant weight change, am starting weight watchers and the gym so that will help, can't say that the medicines are doing that. One big downside is I don't like taking it twice a day. Around the timing of dose #2 I feel a little dizzy. Still, trying to hang in there for a bit to get the full effects of this medicine!""",8.0,3-Jan-12,25.0
213067.0,Simethicone,Gas,"""This is a lifesaver. I don't use it every day and I only take 1 pill. Max is 2. It relieved it rather quickly! Took it before bed, felt better, and was able to sleep after a whole day of gas and bloating. I should have taken this sooner!""",10.0,23-Feb-15,68.0
64709.0,Sertraline,Depression,"""This has been my miracle drug. Gave me my life back. 

In the beginning I had awful headaches but they went away after a couple weeks.""",10.0,19-Oct-15,21.0
179284.0,Olanzapine,Schizophrenia,"""I have been on this medicine for about 2-3 weeks now and although I missed a dose a couple of times it has helped me greatly. Before going onto this medicine I was awake for 3 days straight with racing thoughts/extreme anxiety and agitation. I still have anxiety but I feel more calm and collected. In terms of treating psychosis I have given this medicine a 7/10 (so far) because although I am getting some paranoid thoughts still, it has enabled me to think more clearly and rationalize them better. They are no where near as intense as they were before starting this medicine. I was talking to objects and saying strange things to myself in the mirror... this no longer happens and I feel more 'normal'. This medicine is great in a number of ways.""",7.0,23-Aug-15,19.0
142556.0,Levonorgestrel,Emergency Contraception,"""I'm pregnant so I'm gonna say it didn't work.""",1.0,28-Aug-17,4.0
193073.0,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,"""I've been on Yaz for almost two years now and I wouldn't change it for anything. It was my first birth control and I love it. I take it at night at a set time and it doesn't cause any side effects such as nausea. I reccomend Yaz to everyone. It really does work!""",10.0,31-Aug-08,28.0
147159.0,Alprazolam,Panic Disorde,"""No side effects besides drowsiness. It puts me at a calm to help me think clearer.""",10.0,8-Sep-13,99.0
121671.0,Venlafaxine,Depression,"""I have been taking the generic, Venlafaxine for about 6 years. My doctor settled on 75 mg once daily, as increasing the dosage makes my hands tremble. It is not nearly as effective as it once was. Withdrawals for this medication are hellish. I ran out of pills on a few occasions and felt like I was losing mind. I really would like to slowly taper off and eventually be free of this medicine.""",6.0,1-Oct-14,59.0
50998.0,Azithromycin,Chlamydia Infection,"""I have previously had chlamydia in the past and me and my boyfriend at the time were both given the 4 pills and we both ended up running to the bathroom all night with the runs and horrible cramps. 2 years later, I have it again and my doctor suggested the liquid form. Took 25ml of it after lunch and felt a little lightheaded for about an hour afterwards and had a few cramps but aside from that I feel fine!""",8.0,31-Jan-17,2.0
55460.0,Belviq,Obesity,"""A Type 2 Diabetic on Belviq (twice a day) for the last 10 weeks.
I used to Live to Eat and now I Eat to Live. Belviq has given me the full control of what to eat, when to eat and how much to eat at every meal.
Fasting Weight this morning was 224.4 Lbs down from 250.8 Lbs on 06/13/13 a 26.4 Lbs Weight Loss = 10.5%. Was able to reduce my Humalog 75/25 Insulin intake from 100 to 20 Units a day, an 80% reduction in insulin use. My Blood Glucose was also reduced from 164 to about 114 mg/dL.
Simply put, my experience on Belviq the last 10 weeks has been nothing short of AMAZING. I feel blessed that finally there is something that works incredibly well for me where I can manage my type 2 diabetes to a point where no longer need to take any more Daily Insulin Shots.""",10.0,21-Aug-13,102.0
62107.0,Citalopram,Postpartum Depression,"""After I had postpartum depression after 2 weeks of giving birth then my 9 months through it got really worse. I would always snap at my boyfriend about the little things. I got irritated very easily and would cry everyday. All I wanted to do was sleep. I also tried counseling before deciding to take medicines. I just felt like a horrible mom. I took Celexa and after a week I felt the change in me right away. I felt more about things and my anxiety went away. I had more energy to do things and more motivated to do things. I love being me again.""",10.0,5-Feb-14,24.0
74814.0,Keppra,Seizures,"""All depends on the individual I actually found that Keppra made my seizures WORSE. I started taking Keppra and was fine for 2 years with no side affects, no seizures, nothing, then 1 day I had a massive grand Mal seizure the doctors keep upping my dose. Now I am on the maximum dose but still having seizures. Before I took Keppra I had only a few fits in my life now I have them about once every couple of weeks.""",5.0,23-Jun-16,32.0
8376.0,Zolpidem,Insomnia,"""I've been taking Ambien for about 8 years now due to chronic insomnia.  Multiple medical issues have caused most of the problem with not sleeping.  I already have 3 fusions in my neck (one of which is falling apart and causing a compressed spinal cord that my NS is trying to avoid further surgery on so that I don't have to have rods in addition to the screws and plates that are already in there) plus I have laminectomy from L2 to S1 with bulging discs, fibromyalgia, bone on bone arthritis in both knees and I also need both hips replaced.  Oh, there are also a couple of bulging discs and bone spurs in my cervical spine in addition to the problems already mentioned.  I have never had any side effects or trouble with the Ambien at all.""",10.0,10-Jan-14,65.0
106030.0,Atomoxetine,ADHD,"""I'm in my mid 20's and bipolar. I was put on this to treat ADHD since I've always struggled in school and I'm completely unorganized. The first day I took it, it put me to sleep. After a few days of sleeping a lot I could focus! The only bad thing was when I worked out I would get funny vision, like I was going to pass out. Which doesn't help since I'm a fitness professional. I think the lower dosage worked better, once I went up to 60  I couldn't focus, slept all the time, felt depressed, and the vision got worse. I gave this medicine 8 weeks just to see if the side effects would dissipate and sadly it didn't. I did lose a few pounds, but nothing drastic (a loss of 3lbs.. I'm female 5&quot;3 and 105).""",5.0,19-Mar-12,26.0
169317.0,Acetazolamide,Glaucoma,"""In a pretty critical situation after cataract surgery, this drug brought it totally in line.  Side effects for me were mild though annoying.  Of all of the side effects, a spacey feeling for about 10 minutes the first two times, and tingling fingers and toes. All in all worth it for short term treatment.""",8.0,20-Nov-08,29.0
212735.0,Trelstar,Prostate Cance,"""Dr. ordered Trelstar for one year beginning at end of radiation. PSA has been undetectable  since! Was it the treatment, medicine or both? Many side effects! Hot flashes can be VERY bad where I feel like throwing up, passing out etc. Some are very minor, average about 15 a day.
Monthly dose has been much better than larger dose of a similar medicine taken two years ago!
Other side effects are too numerous to mention, but are generally mild.""",5.0,18-Dec-12,9.0
163096.0,ella,Emergency Contraception,"""Hey,
So I took the ellaOne about 7h after the condom slipped. It cost about 35&euro;. The first 3 days I didn't have any side effect exceppt major sickness but I think I was sooo nervous that I could not eat anything. DONT WORRY I WAS DEVASTATED AND SO HORRIFIED FOR TWO WHOLE WEEKS BUT IT WORKED! I am so happy! Don't worry you are gonna be okay! :* But after the first 3 days my skin got soo bad and I had a lot of cramps but hey, worth it. I got my period about 3 weeks late - all ok ;)""",9.0,13-Sep-16,10.0
